CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
12501.0,336,149,2169.39,1,4,4,144,Loyal Customers
12502.0,95,147,3723.87,2,4,4,244,Loyal Customers
12504.0,17,9,482.04999999999995,4,1,2,412,Recent Customers
12506.0,232,23,73.5,1,2,1,121,At Risk
12507.0,133,22,1304.81,2,2,3,223,Regular
12508.0,25,68,397.88,3,3,2,332,Regular
12509.0,283,7,176.5,1,1,1,111,At Risk
12510.0,142,33,982.5699999999999,1,2,3,123,At Risk
12512.0,65,31,132.18,2,2,1,221,Regular
12513.0,112,35,612.29,2,2,2,222,Regular
12514.0,266,51,1017.68,1,3,3,133,At Risk
12515.0,352,16,383.7,1,1,2,112,At Risk
12516.0,77,26,1312.06,2,2,3,223,Regular
12517.0,27,279,2481.6,3,4,4,344,Loyal Customers
12518.0,0,124,2056.89,4,4,4,444,High Value
12519.0,63,17,330.84,2,1,2,212,Regular
12520.0,78,152,2634.26,2,4,4,244,Loyal Customers
12521.0,142,38,599.68,1,2,2,122,At Risk
12522.0,38,12,192.72,3,1,1,311,Regular
12523.0,18,106,1789.77,3,4,4,344,Loyal Customers
12524.0,8,144,4485.72,4,4,4,444,High Value
12526.0,0,71,1316.66,4,3,3,433,Recent Customers
12527.0,81,18,348.71000000000004,2,2,2,222,Regular
12528.0,8,92,1933.48,4,3,4,434,Recent Customers
12530.0,59,66,1662.28,2,3,4,234,Regular
12531.0,14,17,125.22,4,1,1,411,Recent Customers
12532.0,29,16,349.83000000000004,3,1,2,312,Regular
12534.0,130,63,1089.18,2,3,3,233,Regular
12535.0,91,34,716.35,2,2,3,223,Regular
12536.0,42,261,12601.830000000002,3,4,4,344,Loyal Customers
12538.0,28,21,363.95,3,2,2,322,Regular
12539.0,21,273,5568.35,3,4,4,344,Loyal Customers
12540.0,19,478,13400.24,3,4,4,344,Loyal Customers
12541.0,29,52,981.18,3,3,3,333,Regular
12544.0,35,19,372.7,3,2,2,322,Regular
12545.0,74,50,1000.39,2,3,3,233,Regular
12546.0,46,69,1161.5,3,3,3,333,Regular
12547.0,197,8,207.79999999999998,1,1,1,111,At Risk
12548.0,165,5,95.19999999999999,1,1,1,111,At Risk
12550.0,78,57,964.83,2,3,3,233,Regular
12551.0,357,10,168.0,1,1,1,111,At Risk
12552.0,38,20,437.82,3,2,2,322,Regular
12553.0,7,191,3692.28,4,4,4,444,High Value
12556.0,49,119,599.56,3,4,2,342,Regular
12557.0,15,33,11990.960000000001,4,2,4,424,Recent Customers
12558.0,7,11,269.96,4,1,1,411,Recent Customers
12559.0,310,21,561.71,1,2,2,122,At Risk
12560.0,4,105,2134.01,4,4,4,444,High Value
12561.0,302,16,238.85,1,1,1,111,At Risk
12562.0,7,168,3781.7400000000002,4,4,4,444,High Value
12564.0,260,21,456.9,1,2,2,122,At Risk
12565.0,288,9,145.92,1,1,1,111,At Risk
12566.0,85,19,351.65,2,2,2,222,Regular
12567.0,22,446,9401.28,3,4,4,344,Loyal Customers
12569.0,1,188,4124.69,4,4,4,444,High Value
12571.0,39,34,519.61,3,2,2,322,Regular
12572.0,8,60,1020.42,4,3,3,433,Recent Customers
12573.0,226,28,160.54000000000002,1,2,1,121,At Risk
12574.0,315,11,218.45,1,1,1,111,At Risk
12576.0,35,88,1315.83,3,3,3,333,Regular
12577.0,34,146,626.6,3,4,2,342,Regular
12578.0,20,114,2794.51,3,4,4,344,Loyal Customers
12579.0,77,29,440.42,2,2,2,222,Regular
12580.0,246,24,415.7,1,2,2,122,At Risk
12581.0,39,15,197.71,3,1,1,311,Regular
12582.0,238,22,511.36,1,2,2,122,At Risk
12583.0,2,247,7281.38,4,4,4,444,High Value
12584.0,3,96,2338.15,4,3,4,434,Recent Customers
12585.0,233,87,2040.1,1,3,4,134,At Risk
12586.0,16,11,196.94000000000003,4,1,1,411,Recent Customers
12587.0,7,4,144.0,4,1,1,411,Recent Customers
12588.0,38,10,214.89999999999998,3,1,1,311,Regular
12589.0,28,35,646.68,3,2,2,322,Regular
12590.0,210,68,9864.26,1,3,4,134,At Risk
12591.0,316,26,452.84999999999997,1,2,2,122,At Risk
12592.0,91,18,437.6,2,2,2,222,Regular
12593.0,108,21,418.09999999999997,2,2,2,222,Regular
12594.0,37,118,3338.2200000000003,3,4,4,344,Loyal Customers
12596.0,50,27,618.27,3,2,2,322,Regular
12597.0,18,206,3811.22,3,4,4,344,Loyal Customers
12598.0,9,132,3023.08,4,4,4,444,High Value
12599.0,28,62,1032.58,3,3,3,333,Regular
12600.0,28,64,2599.04,3,3,4,334,Regular
12601.0,189,28,577.0600000000001,1,2,2,122,At Risk
12602.0,58,12,153.12,2,1,1,211,Regular
12603.0,21,3,739.1999999999999,3,1,3,313,Regular
12604.0,78,16,254.18,2,1,1,211,Regular
12607.0,59,101,1579.51,2,4,3,243,Regular
12609.0,77,60,1126.85,2,3,3,233,Regular
12610.0,22,106,2099.54,3,4,4,344,Loyal Customers
12611.0,51,65,1193.32,2,3,3,233,Regular
12612.0,73,19,704.0400000000001,2,2,3,223,Regular
12613.0,56,153,3344.38,2,4,4,244,Loyal Customers
12614.0,277,20,315.6,1,2,2,122,At Risk
12615.0,1,105,2291.19,4,4,4,444,High Value
12616.0,94,32,713.3,2,2,3,223,Regular
12617.0,28,41,352.98,3,2,2,322,Regular
12618.0,21,11,177.31,3,1,1,311,Regular
12619.0,15,90,3641.24,4,3,4,434,Recent Customers
12620.0,14,92,1339.41,4,3,3,433,Recent Customers
12621.0,1,467,13689.67,4,4,4,444,High Value
12622.0,231,11,180.1,1,1,1,111,At Risk
12623.0,275,18,305.1,1,2,1,121,At Risk
12624.0,105,38,641.13,2,2,2,222,Regular
12625.0,211,86,2683.82,1,3,4,134,At Risk
12626.0,22,294,6620.48,3,4,4,344,Loyal Customers
12627.0,10,230,4478.53,4,4,4,444,High Value
12628.0,3,41,786.46,4,2,3,423,Recent Customers
12630.0,9,64,1270.88,4,3,3,433,Recent Customers
12631.0,56,31,640.5,2,2,2,222,Regular
12633.0,58,101,2163.98,2,4,4,244,Loyal Customers
12635.0,89,101,1689.18,2,4,4,244,Loyal Customers
12637.0,66,382,6002.9,2,4,4,244,Loyal Customers
12638.0,32,39,671.69,3,2,3,323,Regular
12639.0,238,22,486.1,1,2,2,122,At Risk
12640.0,23,53,1174.58,3,3,3,333,Regular
12641.0,114,10,185.9,2,1,1,211,Regular
12642.0,24,47,1013.26,3,3,3,333,Regular
12643.0,127,24,3344.64,2,2,4,224,Regular
12644.0,129,31,477.91,2,2,2,222,Regular
12645.0,33,73,1775.18,3,3,4,334,Regular
12646.0,4,45,1346.97,4,3,3,433,Recent Customers
12647.0,21,122,3722.82,3,4,4,344,Loyal Customers
12648.0,154,21,318.05,1,2,2,122,At Risk
12649.0,106,31,623.51,2,2,2,222,Regular
12650.0,2,20,314.44,4,2,2,422,Recent Customers
12651.0,334,9,114.0,1,1,1,111,At Risk
12652.0,330,48,919.98,1,3,3,133,At Risk
12653.0,148,43,2209.85,1,3,4,134,At Risk
12654.0,10,38,601.98,4,2,2,422,Recent Customers
12656.0,16,126,4051.17,4,4,4,444,High Value
12657.0,10,47,1643.18,4,3,3,433,Recent Customers
12658.0,18,36,686.05,3,2,3,323,Regular
12659.0,29,5,91.68,3,1,1,311,Regular
12660.0,10,13,245.1,4,1,1,411,Recent Customers
12662.0,0,230,3849.78,4,4,4,444,High Value
12664.0,7,37,4881.88,4,2,4,424,Recent Customers
12665.0,324,3,63.0,1,1,1,111,At Risk
12667.0,57,33,620.13,2,2,2,222,Regular
12668.0,11,161,3807.15,4,4,4,444,High Value
12669.0,150,101,2744.0299999999997,1,4,4,144,Loyal Customers
12670.0,9,92,2996.05,4,3,4,434,Recent Customers
12672.0,329,10,225.89999999999998,1,1,1,111,At Risk
12673.0,4,42,610.52,4,3,2,432,Recent Customers
12674.0,38,83,1970.6,3,3,4,334,Regular
12676.0,24,45,1331.39,3,3,3,333,Regular
12678.0,41,165,17628.46,3,4,4,344,Loyal Customers
12679.0,58,48,1113.02,2,3,3,233,Regular
12680.0,0,52,862.81,4,3,3,433,Recent Customers
12681.0,14,638,13787.54,4,4,4,444,High Value
12682.0,3,524,12279.82,4,4,4,444,High Value
12683.0,3,344,8476.57,4,4,4,444,High Value
12684.0,7,105,2283.63,4,4,4,444,High Value
12685.0,27,157,2863.08,3,4,4,344,Loyal Customers
12686.0,371,7,89.14,1,1,1,111,At Risk
12688.0,113,171,4873.8099999999995,2,4,4,244,Loyal Customers
12689.0,25,72,1247.61,3,3,3,333,Regular
12690.0,205,16,389.01,1,1,2,112,At Risk
12691.0,27,32,1035.8,3,2,3,323,Regular
12693.0,126,39,855.91,2,2,3,223,Regular
12694.0,69,37,869.67,2,2,3,223,Regular
12695.0,6,27,582.1,4,2,2,422,Recent Customers
12697.0,28,41,957.59,3,2,3,323,Regular
12700.0,7,268,4939.99,4,4,4,444,High Value
12701.0,79,53,797.71,2,3,3,233,Regular
12702.0,19,12,219.0,3,1,1,311,Regular
12703.0,70,21,283.55,2,2,1,221,Regular
12704.0,6,88,2340.84,4,3,4,434,Recent Customers
12705.0,14,334,6868.29,4,4,4,444,High Value
12707.0,291,33,603.42,1,2,2,122,At Risk
12708.0,29,157,2712.91,3,4,4,344,Loyal Customers
12709.0,14,207,9706.52,4,4,4,444,High Value
12710.0,96,77,1149.02,2,3,3,233,Regular
12712.0,28,133,4396.13,3,4,4,344,Loyal Customers
12713.0,0,38,848.55,4,2,3,423,Recent Customers
12714.0,8,259,4708.86,4,4,4,444,High Value
12715.0,105,20,343.36,2,2,2,222,Regular
12716.0,3,69,1053.49,4,3,3,433,Recent Customers
12717.0,150,55,1030.98,1,3,3,133,At Risk
12718.0,70,19,238.25,2,2,1,221,Regular
12719.0,4,39,644.95,4,2,2,422,Recent Customers
12720.0,2,354,5781.73,4,4,4,444,High Value
12721.0,31,161,2656.13,3,4,4,344,Loyal Customers
12722.0,84,53,997.63,2,3,3,233,Regular
12723.0,3,69,725.07,4,3,3,433,Recent Customers
12724.0,4,53,1031.41,4,3,3,433,Recent Customers
12725.0,370,24,427.8,1,2,2,122,At Risk
12726.0,27,124,2609.1,3,4,4,344,Loyal Customers
12727.0,10,139,3980.7,4,4,4,444,High Value
12728.0,70,46,836.33,2,3,3,233,Regular
12729.0,113,26,453.01,2,2,2,222,Regular
12731.0,23,274,18895.91,3,4,4,344,Loyal Customers
12732.0,179,12,236.26000000000002,1,1,1,111,At Risk
12733.0,233,22,383.95,1,2,2,122,At Risk
12734.0,352,4,110.39999999999999,1,1,1,111,At Risk
12735.0,314,43,779.5699999999999,1,3,3,133,At Risk
12736.0,332,4,234.0,1,1,1,111,At Risk
12738.0,371,11,155.35,1,1,1,111,At Risk
12739.0,77,38,1013.04,2,2,3,223,Regular
12740.0,63,27,427.6,2,2,2,222,Regular
12743.0,133,131,540.13,2,4,2,242,Regular
12744.0,51,222,21279.29,2,4,4,244,Loyal Customers
12747.0,1,103,4196.01,4,4,4,444,High Value
12748.0,0,4413,33053.19,4,4,4,444,High Value
12749.0,3,199,4090.88,4,4,4,444,High Value
12750.0,128,15,275.88,2,1,1,211,Regular
12752.0,80,53,4366.78,2,3,4,234,Regular
12753.0,22,197,21429.39,3,4,4,344,Loyal Customers
12754.0,235,63,3010.74,1,3,4,134,At Risk
12755.0,280,4,3811.95,1,1,4,114,At Risk
12756.0,86,4,112.07999999999998,2,1,1,211,Regular
12757.0,15,364,7834.650000000001,4,4,4,444,High Value
12758.0,116,97,2791.59,2,3,4,234,Regular
12759.0,51,95,1531.44,2,3,3,233,Regular
12762.0,7,69,1898.52,4,3,4,434,Recent Customers
12763.0,137,18,494.08,2,2,2,222,Regular
12764.0,316,45,1693.88,1,3,4,134,At Risk
12766.0,3,310,6989.63,4,4,4,444,High Value
12769.0,238,32,1143.6,1,2,3,123,At Risk
12770.0,210,12,1351.45,1,1,3,113,At Risk
12772.0,59,55,892.47,2,3,3,233,Regular
12775.0,16,66,1386.04,4,3,3,433,Recent Customers
12778.0,19,50,822.23,3,3,3,333,Regular
12779.0,37,149,3981.36,3,4,4,344,Loyal Customers
12781.0,63,25,826.74,2,2,3,223,Regular
12782.0,4,103,2330.92,4,4,4,444,High Value
12783.0,1,84,2225.91,4,3,4,434,Recent Customers
12784.0,8,57,532.8199999999999,4,3,2,432,Recent Customers
12785.0,363,14,311.95,1,1,2,112,At Risk
12787.0,9,20,463.66,4,2,2,422,Recent Customers
12789.0,64,4,91.85,2,1,1,211,Regular
12790.0,191,21,324.92,1,2,2,122,At Risk
12791.0,373,2,192.60000000000002,1,1,1,111,At Risk
12792.0,256,25,400.53999999999996,1,2,2,122,At Risk
12793.0,334,24,545.48,1,2,2,122,At Risk
12794.0,52,45,860.41,2,3,3,233,Regular
12795.0,18,14,430.48,3,1,2,312,Regular
12797.0,365,13,254.03,1,1,1,111,At Risk
12798.0,9,8,6977.04,4,1,4,414,Recent Customers
12802.0,186,25,427.58,1,2,2,122,At Risk
12808.0,36,28,483.65000000000003,3,2,2,322,Regular
12809.0,177,25,489.31,1,2,2,122,At Risk
12811.0,260,31,514.85,1,2,2,122,At Risk
12812.0,44,15,229.64000000000001,3,1,1,311,Regular
12814.0,101,2,125.92,2,1,1,211,Regular
12815.0,147,47,1063.46,1,3,3,133,At Risk
12816.0,95,29,572.2,2,2,2,222,Regular
12817.0,280,4,166.04,1,1,1,111,At Risk
12818.0,261,14,1542.08,1,1,3,113,At Risk
12820.0,2,59,942.34,4,3,3,433,Recent Customers
12821.0,213,6,92.72,1,1,1,111,At Risk
12822.0,70,46,948.88,2,3,3,233,Regular
12823.0,74,5,1759.5,2,1,4,214,Regular
12824.0,59,25,397.12,2,2,2,222,Regular
12826.0,2,91,1474.72,4,3,3,433,Recent Customers
12827.0,5,25,430.15000000000003,4,2,2,422,Recent Customers
12828.0,2,56,1018.71,4,3,3,433,Recent Customers
12829.0,336,11,293.0,1,1,1,111,At Risk
12830.0,37,38,6814.64,3,2,4,324,Regular
12831.0,261,9,215.05,1,1,1,111,At Risk
12832.0,31,27,383.03,3,2,2,322,Regular
12833.0,144,24,417.38,1,2,2,122,At Risk
12834.0,282,18,312.38,1,2,2,122,At Risk
12836.0,58,174,2610.36,2,4,4,244,Loyal Customers
12837.0,172,12,134.1,1,1,1,111,At Risk
12838.0,33,120,671.95,3,4,3,343,Regular
12839.0,2,314,5591.42,4,4,4,444,High Value
12840.0,143,113,2726.77,1,4,4,144,Loyal Customers
12841.0,4,414,3991.58,4,4,4,444,High Value
12842.0,69,34,1118.99,2,2,3,223,Regular
12843.0,65,103,1702.26,2,4,4,244,Loyal Customers
12844.0,28,52,325.96000000000004,3,3,2,332,Regular
12845.0,266,27,354.09,1,2,2,122,At Risk
12847.0,21,84,843.64,3,3,3,333,Regular
12849.0,30,48,1010.29,3,3,3,333,Regular
12851.0,96,47,131.81,2,3,1,231,Regular
12852.0,294,17,311.55,1,1,2,112,At Risk
12853.0,134,78,1957.1000000000001,2,3,4,234,Regular
12854.0,78,109,1316.25,2,4,3,243,Regular
12855.0,372,3,38.1,1,1,1,111,At Risk
12856.0,7,311,2170.78,4,4,4,444,High Value
12857.0,210,46,1106.4,1,3,3,133,At Risk
12863.0,51,5,521.2,2,1,2,212,Regular
12864.0,137,3,147.12,2,1,1,211,Regular
12865.0,25,95,1568.23,3,3,3,333,Regular
12866.0,282,26,559.12,1,2,2,122,At Risk
12867.0,25,534,4009.34,3,4,4,344,Loyal Customers
12868.0,185,107,1607.0600000000002,1,4,3,143,At Risk
12871.0,83,11,380.64,2,1,2,212,Regular
12872.0,326,66,599.97,1,3,2,132,At Risk
12873.0,281,4,374.0,1,1,2,112,At Risk
12875.0,142,2,343.2300000000001,1,1,2,112,At Risk
12876.0,57,85,2218.02,2,3,4,234,Regular
12877.0,3,154,1535.77,4,4,3,443,Recent Customers
12878.0,235,47,854.99,1,3,3,133,At Risk
12879.0,44,10,573.22,3,1,2,312,Regular
12881.0,275,7,298.0,1,1,1,111,At Risk
12882.0,8,13,1463.04,4,1,3,413,Recent Customers
12883.0,24,42,703.47,3,3,3,333,Regular
12884.0,87,7,309.05,2,1,2,212,Regular
12885.0,62,71,1175.22,2,3,3,233,Regular
12886.0,67,82,1378.4,2,3,3,233,Regular
12888.0,213,5,354.12,1,1,2,112,At Risk
12890.0,23,79,376.71999999999997,3,3,2,332,Regular
12891.0,185,3,331.0,1,1,2,112,At Risk
12893.0,30,31,176.55,3,2,1,321,Regular
12895.0,41,22,372.8,3,2,2,322,Regular
12897.0,204,4,216.5,1,1,1,111,At Risk
12901.0,8,116,17654.54,4,4,4,444,High Value
12902.0,264,10,138.68,1,1,1,111,At Risk
12904.0,17,71,496.06,4,3,2,432,Recent Customers
12906.0,11,63,2919.81,4,3,4,434,Recent Customers
12908.0,175,2,750.0,1,1,3,113,At Risk
12909.0,39,91,2178.67,3,3,4,334,Regular
12910.0,22,75,3075.04,3,3,4,334,Regular
12912.0,2,24,1662.3,4,2,4,424,Recent Customers
12913.0,4,50,2483.63,4,3,4,434,Recent Customers
12915.0,148,22,363.65,1,2,2,122,At Risk
12916.0,138,103,2944.95,2,4,4,244,Loyal Customers
12917.0,127,2,594.0,2,1,2,212,Regular
12919.0,7,50,1335.19,4,3,3,433,Recent Customers
12920.0,16,27,162.78,4,2,1,421,Recent Customers
12921.0,8,720,16587.09,4,4,4,444,High Value
12922.0,160,28,405.38,1,2,2,122,At Risk
12923.0,63,28,172.82,2,2,1,221,Regular
12924.0,87,30,933.7,2,2,3,223,Regular
12925.0,4,45,694.05,4,3,3,433,Recent Customers
12928.0,34,84,2062.7000000000003,3,3,4,334,Regular
12929.0,311,8,117.85,1,1,1,111,At Risk
12930.0,77,25,415.8,2,2,2,222,Regular
12931.0,21,82,42055.96,3,3,4,334,Regular
12933.0,23,106,607.53,3,4,2,342,Regular
12935.0,1,129,2160.7,4,4,4,444,High Value
12936.0,16,62,1063.9,4,3,3,433,Recent Customers
12937.0,14,120,1504.27,4,4,3,443,Recent Customers
12938.0,25,9,114.14,3,1,1,311,Regular
12939.0,63,47,11581.8,2,3,4,234,Regular
12940.0,54,96,899.69,2,3,3,233,Regular
12942.0,130,70,675.6,2,3,3,233,Regular
12944.0,35,30,604.51,3,2,2,322,Regular
12945.0,287,23,462.95,1,2,2,122,At Risk
12947.0,143,97,1603.99,1,3,3,133,At Risk
12948.0,15,116,2064.95,4,4,4,444,High Value
12949.0,30,215,4167.22,3,4,4,344,Loyal Customers
12950.0,1,23,1843.0,4,2,4,424,Recent Customers
12951.0,8,63,1064.07,4,3,3,433,Recent Customers
12952.0,5,79,1387.79,4,3,3,433,Recent Customers
12953.0,9,17,329.85,4,1,2,412,Recent Customers
12955.0,0,180,4757.16,4,4,4,444,High Value
12956.0,305,19,108.07,1,2,1,121,At Risk
12957.0,9,238,4017.54,4,4,4,444,High Value
12962.0,6,16,266.39,4,1,1,411,Recent Customers
12963.0,7,95,1856.63,4,3,4,434,Recent Customers
12965.0,88,108,769.8100000000001,2,4,3,243,Regular
12966.0,9,10,160.18,4,1,1,411,Recent Customers
12967.0,357,19,1660.9,1,2,4,124,At Risk
12968.0,111,5,135.95,2,1,1,211,Regular
12970.0,6,129,405.47,4,4,2,442,Recent Customers
12971.0,3,305,11189.91,4,4,4,444,High Value
12974.0,197,8,144.8,1,1,1,111,At Risk
12976.0,211,22,738.6,1,2,3,123,At Risk
12977.0,155,9,39.239999999999995,1,1,1,111,At Risk
12980.0,157,20,7374.900000000001,1,2,4,124,At Risk
12981.0,29,20,372.21999999999997,3,2,2,322,Regular
12982.0,242,28,390.54,1,2,2,122,At Risk
12984.0,18,4,97.5,3,1,1,311,Regular
12985.0,0,76,1239.38,4,3,3,433,Recent Customers
12987.0,73,28,558.7,2,2,2,222,Regular
12988.0,291,83,505.82,1,3,2,132,At Risk
12989.0,2,64,6924.110000000001,4,3,4,434,Recent Customers
12990.0,30,13,409.5,3,1,2,312,Regular
12991.0,22,31,503.76,3,2,2,322,Regular
12993.0,22,27,414.76,3,2,2,322,Regular
12994.0,3,61,974.4200000000001,4,3,3,433,Recent Customers
12995.0,84,3,211.32,2,1,1,211,Regular
12997.0,21,59,1226.89,3,3,3,333,Regular
12999.0,195,28,455.88,1,2,2,122,At Risk
13000.0,106,31,534.85,2,2,2,222,Regular
13001.0,3,337,9785.970000000001,4,4,4,444,High Value
13002.0,317,7,120.94999999999999,1,1,1,111,At Risk
13003.0,105,6,149.05,2,1,1,211,Regular
13004.0,11,404,5655.91,4,4,4,444,High Value
13005.0,173,26,513.7,1,2,2,122,At Risk
13006.0,55,4,81.57,2,1,1,211,Regular
13008.0,322,14,229.46999999999997,1,1,1,111,At Risk
13011.0,371,3,50.550000000000004,1,1,1,111,At Risk
13012.0,8,88,1646.8400000000001,4,3,3,433,Recent Customers
13013.0,0,219,4810.9400000000005,4,4,4,444,High Value
